uid,name,city,state,country,latitude,longitude,url
201,Holy Resurrection Church,"Toronto, ON",ON,Canada,43.680736,-79.432706,https://directory.stinnocentpress.com/viewparish.cgi?Uid=201&lang=en
202,Holy Trinity Cathedral,"Toronto, ON",ON,Canada,43.657155,-79.39394,https://directory.stinnocentpress.com/viewparish.cgi?Uid=202&lang=en
444,St. John the Wonderworker Western-Rite Stavropegial Orthodox Church,"Waterford, ON",ON,Canada,42.9332313,-80.254435,https://directory.stinnocentpress.com/viewparish.cgi?Uid=444&lang=en
203,Holy Trinity Orthodox Church,"Windsor, ON",ON,Canada,42.3137694,-82.9949481,https://directory.stinnocentpress.com/viewparish.cgi?Uid=203&lang=en
96,St. John the Martyr Church,"Lachine, QC",QC,Canada,45.4408443,-73.6691676,https://directory.stinnocentpress.com/viewparish.cgi?Uid=96&lang=en
204,Russian Orthodox Monastery,"Mansonville, QC",QC,Canada,45.0111226,-72.3959761,https://directory.stinnocentpress.com/viewparish.cgi?Uid=204&lang=en
121,St. Seraphim House Church,"Montreal, QC",QC,Canada,45.529888,-73.634902,https://directory.stinnocentpress.com/viewparish.cgi?Uid=121&lang=en
410,"Diocesan Administration, Montreal","Montreal, QC",QC,Canada,45.506018,-73.569109,https://directory.stinnocentpress.com/viewparish.cgi?Uid=410&lang=en
62,St. Nicholas Cathedral,"Montreal, QC",QC,Canada,45.5264657,-73.5873124,https://directory.stinnocentpress.com/viewparish.cgi?Uid=62&lang=en
206,Eglise Notre Dame de Kazan,"Rawdon, QC",QC,Canada,46.029717,-73.712232,https://directory.stinnocentpress.com/viewparish.cgi?Uid=206&lang=en
299,St. John the Forerunner Church,"Canberra, ACT",ACT,Australia,-35.325509,149.151279,https://directory.stinnocentpress.com/viewparish.cgi?Uid=299&lang=en
327,Orthodox Monastery of the Archangel Michael,", NSW",NSW,Australia,-34.4199384566068,151.026134490967,https://directory.stinnocentpress.com/viewparish.cgi?Uid=327&lang=en
319,Holy Transfiguration Orthodox Monastery,"Bombala, NSW",NSW,Australia,-36.713895,149.054003,https://directory.stinnocentpress.com/viewparish.cgi?Uid=319&lang=en
207,Presentation of the Mother of God Convent,"Bungarby, NSW",NSW,Australia,-36.7219962546523,148.959374427795,https://directory.stinnocentpress.com/viewparish.cgi?Uid=207&lang=en
298,Protection of the Holy Virgin Church,"Cabramatta, NSW",NSW,Australia,-33.894859,150.930623,https://directory.stinnocentpress.com/viewparish.cgi?Uid=298&lang=en
300,St. George Church,"Carlton, NSW",NSW,Australia,-33.970191,151.122853,https://directory.stinnocentpress.com/viewparish.cgi?Uid=300&lang=en
311,St. Vladimir Church,"Centennial Park, NSW",NSW,Australia,-33.89959,151.224716,https://directory.stinnocentpress.com/viewparish.cgi?Uid=311&lang=en
380,"Diocesan Administration, Diocese of Australia and New Zealand","Croydon, NSW",NSW,Australia,-33.885669,151.110998,https://directory.stinnocentpress.com/viewparish.cgi?Uid=380&lang=en
310,Church of All Russian Saints,"Croydon, NSW",NSW,Australia,-33.885507,151.111148,https://directory.stinnocentpress.com/viewparish.cgi?Uid=310&lang=en
173,Holy Trinity Monastery,"Dungog, NSW",NSW,Australia,-32.3287723351386,151.810283660889,https://directory.stinnocentpress.com/viewparish.cgi?Uid=173&lang=en
302,St. Nicholas Church,"Fairfield, NSW",NSW,Australia,-33.870684,150.953335,https://directory.stinnocentpress.com/viewparish.cgi?Uid=302&lang=en
271,St. John the Baptist Skete,"Kentlyn, NSW",NSW,Australia,-34.074225,150.864402,https://directory.stinnocentpress.com/viewparish.cgi?Uid=271&lang=en
306,Our Lady of Kazan Convent,"Kentlyn, NSW",NSW,Australia,-34.073183,150.861836,https://directory.stinnocentpress.com/viewparish.cgi?Uid=306&lang=en
532,Holy Dormition Sisterhood,"St Marys, NSW",NSW,Australia,-33.7677563,150.781631,https://directory.stinnocentpress.com/viewparish.cgi?Uid=532&lang=en
84,Sts. Peter and Paul Orthodox Cathedral,"Strathfield, NSW",NSW,Australia,-33.8751100191801,151.089037656784,https://directory.stinnocentpress.com/viewparish.cgi?Uid=84&lang=en
304,Sts. Cyril and Methodius Community,"Tweed Heads South, NSW",NSW,Australia,-28.1973003,153.5443549,https://directory.stinnocentpress.com/viewparish.cgi?Uid=304&lang=en
174,St. Nicholas Church,"Wallsend, NSW",NSW,Australia,-32.902674,151.671657,https://directory.stinnocentpress.com/viewparish.cgi?Uid=174&lang=en
205,St. Panteleimon Church,"West Gosford, NSW",NSW,Australia,-33.413013,151.323509,https://directory.stinnocentpress.com/viewparish.cgi?Uid=205&lang=en
168,Holy Dormition Community,"Wollongong, NSW",NSW,Australia,-34.3679485,150.8957479,https://directory.stinnocentpress.com/viewparish.cgi?Uid=168&lang=en
536,St John the Baptist Orthodox Mission,"East Toowoomba, QLD",QLD,Australia,-27.559167,151.976794,https://directory.stinnocentpress.com/viewparish.cgi?Uid=536&lang=en
296,St. Nicholas Cathedral,"Kangaroo Point, QLD",QLD,Australia,-27.4837379,153.0345306,https://directory.stinnocentpress.com/viewparish.cgi?Uid=296&lang=en
165,Blessed Virgin of Vladimir Russian Orthodox Church Abroad,"Rocklea, QLD",QLD,Australia,-27.5565471,153.014155,https://directory.stinnocentpress.com/viewparish.cgi?Uid=165&lang=en
394,Orthodox Church of the Holy Annunciation,"Woolloongabba, QLD",QLD,Australia,-27.492805,153.032639,https://directory.stinnocentpress.com/viewparish.cgi?Uid=394&lang=en
297,St. Seraphim Church,"Woolloongabba, QLD",QLD,Australia,-27.488235,153.031708,https://directory.stinnocentpress.com/viewparish.cgi?Uid=297&lang=en
516,St. Elizabeth and St. Barbara Church,"Happy Valley, SA",SA,Australia,-35.0844255,138.5603804,https://directory.stinnocentpress.com/viewparish.cgi?Uid=516&lang=en
448,St. Patrick Mission,"Kilburn, SA",SA,Australia,-34.8633494,138.5853309,https://directory.stinnocentpress.com/viewparish.cgi?Uid=448&lang=en
172,Monastery of the Prophet Elias,"Monarto , SA",SA,Australia,-35.092266,139.097081,https://directory.stinnocentpress.com/viewparish.cgi?Uid=172&lang=en
294,St. Nicholas Church,"Wayville, SA",SA,Australia,-34.941847,138.590497,https://directory.stinnocentpress.com/viewparish.cgi?Uid=294&lang=en
305,Exaltation of the Holy Cross Church,"Lenah Valley, TAS",TAS,Australia,-42.867332,147.31005,https://directory.stinnocentpress.com/viewparish.cgi?Uid=305&lang=en
627,Holy Trinity Church,"Lonnavale, TAS",TAS,Australia,-42.9970013,146.8201177,https://directory.stinnocentpress.com/viewparish.cgi?Uid=627&lang=en
167,Holy Fathers Community,"Allansford, VIC",VIC,Australia,-38.371254,142.494131,https://directory.stinnocentpress.com/viewparish.cgi?Uid=167&lang=en
303,Church of Icon of the Joy of All Who Sorrow,"Bell Park, VIC",VIC,Australia,-38.112674,144.335028,https://directory.stinnocentpress.com/viewparish.cgi?Uid=303&lang=en
420,Saint John of Kronstadt Chapel,"Dandenong, VIC",VIC,Australia,-37.9965895,145.2036535,https://directory.stinnocentpress.com/viewparish.cgi?Uid=420&lang=en
301,Church of Our Lady&#39;s Dormition,"Dandenong, VIC",VIC,Australia,-37.994490708042,145.204570144415,https://directory.stinnocentpress.com/viewparish.cgi?Uid=301&lang=en
307,Holy Virgin Protection Cathedral,"East Brunswick, VIC",VIC,Australia,-37.762787,144.980948,https://directory.stinnocentpress.com/viewparish.cgi?Uid=307&lang=en
396,Holy Ascension Orthodox Mission,"Williamstown, VIC",VIC,Australia,-37.862009,144.899071,https://directory.stinnocentpress.com/viewparish.cgi?Uid=396&lang=en
107,Sts. Peter and Paul Church,"Bayswater, WA",WA,Australia,-31.921876,115.903118,https://directory.stinnocentpress.com/viewparish.cgi?Uid=107&lang=en
527,Church of St. Apostle Andrew the First-Called,Lienz,,Austria,46.8292723,12.7693598,https://directory.stinnocentpress.com/viewparish.cgi?Uid=527&lang=en
342,Orthodoxe Kirche Maria Schutz,Salzburg,,Austria,47.809859,13.034702,https://directory.stinnocentpress.com/viewparish.cgi?Uid=342&lang=en
211,St. Alexander Nevsky Orthodox Church,Villach,,Austria,46.618438,13.820531,https://directory.stinnocentpress.com/viewparish.cgi?Uid=211&lang=en
212,"Brussels: Eglise de Saint Job Ã  la mÃ©moire du Saint Tsar Martyr Nicolas II, la Famille ImpÃ©riale et de toutes les victimes des troubles.",Bruxelles,,Belgium,50.804333,4.3564617,https://directory.stinnocentpress.com/viewparish.cgi?Uid=212&lang=en
213,Eglise de la Resurrection du Christ,Bruxelles,,Belgium,50.836609,4.357847,https://directory.stinnocentpress.com/viewparish.cgi?Uid=213&lang=en
160,Mission of St. Silouan of Mt. Athos,Concepcion,,Chile,-36.9041815,-73.0255742,https://directory.stinnocentpress.com/viewparish.cgi?Uid=160&lang=en
284,Church of the Holy Trinity and Icon of Virgin of Kazan,Santiago,,Chile,-33.4511262,-70.5959281,https://directory.stinnocentpress.com/viewparish.cgi?Uid=284&lang=en
161,Parroquia de SÐ°n NectÐ°riÐ¾ de Pentapolis,Valdivia,,Chile,-39.8195857,-73.2452103,https://directory.stinnocentpress.com/viewparish.cgi?Uid=161&lang=en
328,Church of the Mother of God of Vladimir,San JosÃ©,,Costa Rica,9.98811693637403,-84.0161193427399,https://directory.stinnocentpress.com/viewparish.cgi?Uid=328&lang=en
564,Den Hellige Bispemartyr Klements Menighed,Aarhus,,Denmark,56.1287564,10.1650243,https://directory.stinnocentpress.com/viewparish.cgi?Uid=564&lang=en
214,Kirche d. Hl. Alexander Nevskij,KÃ˜BENHAVN K,,Denmark,55.6852397,12.590972,https://directory.stinnocentpress.com/viewparish.cgi?Uid=214&lang=en
450,Saint Seraphim of Sarov Russian Orthodox Church Outside Russia,Punta Cana,,Dominican Republic,18.6704741784061,-68.4413970616547,https://directory.stinnocentpress.com/viewparish.cgi?Uid=450&lang=en
383,Mision Ortodoxa Rusa Icon Nuestra Sra. Madre de Dios de Kazan,"Sosua, Puerto Plata",,Dominican Republic,19.744539,-70.516006,https://directory.stinnocentpress.com/viewparish.cgi?Uid=383&lang=en
632,CommunautÃ© de Tous les Saints,Annecy,,France,45.8999327,6.1259041,https://directory.stinnocentpress.com/viewparish.cgi?Uid=632&lang=en
642,Eglise Saint Archange Michel,Cannes,,France,43.546338,7.039037,https://directory.stinnocentpress.com/viewparish.cgi?Uid=642&lang=en
141,Ã‰glise Saint Archange Michel et la crypte dÃ©diÃ©e Ã  Sainte Catherine et Saint Alexandre Nevsky,Cannes,,France,43.5509864,7.0085607,https://directory.stinnocentpress.com/viewparish.cgi?Uid=141&lang=en
93,Couvent de la Sainte Vierge de Lesna,Etrepagny,,France,49.326197,1.592895,https://directory.stinnocentpress.com/viewparish.cgi?Uid=93&lang=en
219,Eglise des Saints Apotres Pierre et Paul,Lapalisse,,France,46.249591,3.638865,https://directory.stinnocentpress.com/viewparish.cgi?Uid=219&lang=en
215,Eglise Saint Jean le Russe,Lyon,,France,45.7666179,4.8637059,https://directory.stinnocentpress.com/viewparish.cgi?Uid=215&lang=en
145,Eglise Saint Nicolas,Lyon,,France,45.767448,4.864797,https://directory.stinnocentpress.com/viewparish.cgi?Uid=145&lang=en
146,Eglise Saint Georges,Marseille,,France,43.302004,5.388762,https://directory.stinnocentpress.com/viewparish.cgi?Uid=146&lang=en
216,Eglise de l&#39;icone de la Mere de Dieu &quot;Joie de tous les Affligees&quot;,Menton,,France,43.766747,7.4850841,https://directory.stinnocentpress.com/viewparish.cgi?Uid=216&lang=en
85,Eglise de la RÃ©surrection du Christ,Meudon,,France,48.81,2.24,https://directory.stinnocentpress.com/viewparish.cgi?Uid=85&lang=en
618,St. Elenaâ€™s Russian Orthodox Parish of Monaco,Monte-Carlo,,France,43.7432409,7.4289777,https://directory.stinnocentpress.com/viewparish.cgi?Uid=618&lang=en
681,Paroisse de la Sainte ImpÃ©ratrice Elena,Monte-carlo,,France,43.7432409,7.4289777,https://directory.stinnocentpress.com/viewparish.cgi?Uid=681&lang=en
148,Eglise de la Sainte-Trinite - Saint Nicolas,Nilvange,,France,49.341911,6.052381,https://directory.stinnocentpress.com/viewparish.cgi?Uid=148&lang=en
150,Eglise de Tous les Saints glorifies en Terre Russe,Paris,,France,48.841063,2.261582,https://directory.stinnocentpress.com/viewparish.cgi?Uid=150&lang=en
149,Chapelle Saint Jean Maximovitch,Paris,,France,48.825966,2.347504,https://directory.stinnocentpress.com/viewparish.cgi?Uid=149&lang=en
218,Eglise Saint Alexandre Nevsky,Pau,,France,43.301453,-0.366697,https://directory.stinnocentpress.com/viewparish.cgi?Uid=218&lang=en
633,Eglise des SS apÃ´tres Pierre et Paul,Regny,,France,45.9894681,4.2163291,https://directory.stinnocentpress.com/viewparish.cgi?Uid=633&lang=en
631,"CommunautÃ© de Saint Jean, ArchevÃªque de Changhai et de San-Francisco",Rouen,,France,49.4307608,1.1035897,https://directory.stinnocentpress.com/viewparish.cgi?Uid=631&lang=en
151,Eglise du Christ-Sauveur,Strasbourg,,France,48.531567,7.711646,https://directory.stinnocentpress.com/viewparish.cgi?Uid=151&lang=en
220,Kirche d. Hll. Apostel Peter und Paul,Amberg,,Germany,49.429612,11.884755,https://directory.stinnocentpress.com/viewparish.cgi?Uid=220&lang=en
221,Kirche d. Ikone d. Allerheiligsten Gottesmutter &quot;Freude aller Trauernden&quot;,Augsburg,,Germany,48.3632958,10.8642401,https://directory.stinnocentpress.com/viewparish.cgi?Uid=221&lang=en
222,Hl. Alexandra-Kirche,Bad Ems,,Germany,50.330232,7.723164,https://directory.stinnocentpress.com/viewparish.cgi?Uid=222&lang=en
223,Allerheiligen-Kirche,Bad Homburg,,Germany,50.229005,8.627396,https://directory.stinnocentpress.com/viewparish.cgi?Uid=223&lang=en
224,Kirche d. Hl. Sergius von Radonez,Bad Kissengen,,Germany,50.205879,10.074158,https://directory.stinnocentpress.com/viewparish.cgi?Uid=224&lang=en
225,Kirche d. Hl. Innokentios u. d. Hl. Seraphim v. Sarov,Bad Nauheim,,Germany,50.364696,8.736934,https://directory.stinnocentpress.com/viewparish.cgi?Uid=225&lang=en
338,Christi-Verklarungskirche,Baden-Baden,,Germany,48.7549536,8.2439309,https://directory.stinnocentpress.com/viewparish.cgi?Uid=338&lang=en
226,Maria-Schutz-Kirche,Berlin,,Germany,52.5198818,13.3071942,https://directory.stinnocentpress.com/viewparish.cgi?Uid=226&lang=en
228,Hl. Geors-Kirche,Bochum,,Germany,51.4619212,7.205705,https://directory.stinnocentpress.com/viewparish.cgi?Uid=228&lang=en
100,Skid der H. Elisabeth,Buchendorf,,Germany,48.05651,11.4027651,https://directory.stinnocentpress.com/viewparish.cgi?Uid=100&lang=en
130,Kirche d. Hl. Seraphim v. Sarov,Cloppenburg,,Germany,52.8513448,8.0806664,https://directory.stinnocentpress.com/viewparish.cgi?Uid=130&lang=en
227,Kirche d. Hl. Maria Magdalena,Darmstadt,,Germany,49.8766962,8.6668723,https://directory.stinnocentpress.com/viewparish.cgi?Uid=227&lang=en
139,Kirche d. Ikone d. Allerheiligsten Gottesmutter &quot;Freude aller Trauernden&quot;,Engen,,Germany,47.854853,8.7760105,https://directory.stinnocentpress.com/viewparish.cgi?Uid=139&lang=en
230,Dreifaltigheitskirche,Erlangen,,Germany,49.5815385,11.0075039,https://directory.stinnocentpress.com/viewparish.cgi?Uid=230&lang=en
507,Gemeinde der Hl. Sofia,Ettringen,,Germany,48.064122,10.6420721,https://directory.stinnocentpress.com/viewparish.cgi?Uid=507&lang=en
231,Hl. Nikolaus-Kirche,Frankfurt-Hausen,,Germany,50.1298405,8.6230239,https://directory.stinnocentpress.com/viewparish.cgi?Uid=231&lang=en
233,Hl. Prokipios-Kirche,Hamburg,,Germany,53.583756,9.946938,https://directory.stinnocentpress.com/viewparish.cgi?Uid=233&lang=en
669,Kirche D. Hl. Prokopij,Hamburg,,Germany,53.5842415,9.9469501,https://directory.stinnocentpress.com/viewparish.cgi?Uid=669&lang=en
499,Korennaya-Kirche Hannover,Hannover,,Germany,52.376781,9.7217667,https://directory.stinnocentpress.com/viewparish.cgi?Uid=499&lang=en
234,Christi-Geburt-Gemeinde,Hannover,,Germany,52.403766,9.7396387,https://directory.stinnocentpress.com/viewparish.cgi?Uid=234&lang=en
670,Kirche d. Ikone Allerheiligsten Gottesmutter,Hannover,,Germany,52.3863062,9.7156831,https://directory.stinnocentpress.com/viewparish.cgi?Uid=670&lang=en
498,Russisch-Orthodoxe Gemeinde,Hildesheim,,Germany,52.148363,9.9263318,https://directory.stinnocentpress.com/viewparish.cgi?Uid=498&lang=en
128,St. Nicholas Church,Ingolstadt,,Germany,48.76881,11.42411,https://directory.stinnocentpress.com/viewparish.cgi?Uid=128&lang=en
674,Russisch-Orthodoxe Gemeinde,Kaiserstr,,Germany,47.8601395,12.1283584,https://directory.stinnocentpress.com/viewparish.cgi?Uid=674&lang=en
235,Gemeinde d. Hl. Panteleimon,Kassel,,Germany,51.31429,9.501579,https://directory.stinnocentpress.com/viewparish.cgi?Uid=235&lang=en
236,Gemeinde d. Hl. Grossmaetyrers Panteleimon,Koeln-Westhoven,,Germany,50.90643,7.01830999999993,https://directory.stinnocentpress.com/viewparish.cgi?Uid=236&lang=en
671,Gemeinde d. Hl. Panteleimon,Koln,,Germany,50.9062489,7.0176513,https://directory.stinnocentpress.com/viewparish.cgi?Uid=671&lang=en
508,Gemeinde d. Hl. Konstantin und Helena,Konz,,Germany,49.6953096,6.5753425,https://directory.stinnocentpress.com/viewparish.cgi?Uid=508&lang=en
238,Hl. Nikolaus-Gemeinde,Landshut,,Germany,48.5370857,12.1558175,https://directory.stinnocentpress.com/viewparish.cgi?Uid=238&lang=en
239,Kirche d. Hl. Prokopij v. Ustijug,LÃ¼beck,,Germany,53.8691855,10.6900143,https://directory.stinnocentpress.com/viewparish.cgi?Uid=239&lang=en
240,Kirche d. Hl. Alexander Nevskij,Mannheim,,Germany,49.4994781,8.4634032,https://directory.stinnocentpress.com/viewparish.cgi?Uid=240&lang=en
133,Gemeinde d. Hl. Vladimir,Minden,,Germany,52.2880043,8.9462078,https://directory.stinnocentpress.com/viewparish.cgi?Uid=133&lang=en
409,"DiozÃ¶senverwaltung (Diocesan Administration), Diocese of Germany",Muenchen,,Germany,48.162107,11.458547,https://directory.stinnocentpress.com/viewparish.cgi?Uid=409&lang=en
242,Kirche d. Hl. Erzengels Michael,Muenchen,,Germany,48.2172295,11.4893765,https://directory.stinnocentpress.com/viewparish.cgi?Uid=242&lang=en
241,Kathedrale der Hll. Neumaertyrer und Bekenner Russlands und des Hl. Nikolaus,Muenchen,,Germany,48.0958172,11.5954936,https://directory.stinnocentpress.com/viewparish.cgi?Uid=241&lang=en
243,Kloster des Hl. Hiob von Pocaev,MÃ¼nchen,,Germany,48.1622251,11.4594947,https://directory.stinnocentpress.com/viewparish.cgi?Uid=243&lang=en
672,Apostel Thomas Gemeinde in MÃ¼nchen,MÃ¼nchen,,Germany,48.2163387,11.4889576,https://directory.stinnocentpress.com/viewparish.cgi?Uid=672&lang=en
317,Gemeinde d. Ikone d. Allerheiligsten Gottesmutter v. Kazan,MÃ¼nster,,Germany,51.9278613,7.6289946,https://directory.stinnocentpress.com/viewparish.cgi?Uid=317&lang=en
229,Hl. Nikolaus-Kirche,Neuss,,Germany,51.1910608,6.6726219,https://directory.stinnocentpress.com/viewparish.cgi?Uid=229&lang=en
131,Gemeinde d. Geburt d. Allerheiligsten Gottesmutter,NÃ¼rnberg,,Germany,49.447878,11.0735845,https://directory.stinnocentpress.com/viewparish.cgi?Uid=131&lang=en
276,Russische orthodoxe Gemeinde des Schutzes der Allerheiligsten Gottesmutter,Oldenburg,,Germany,53.14549,8.18983,https://directory.stinnocentpress.com/viewparish.cgi?Uid=276&lang=en
673,St.Peter-Kirche,Oldenburg,,Germany,53.1454082,8.1897503,https://directory.stinnocentpress.com/viewparish.cgi?Uid=673&lang=en
244,Maria-Schutz-Kirche,Regensburg,,Germany,49.0231142,12.0625789,https://directory.stinnocentpress.com/viewparish.cgi?Uid=244&lang=en
245,Kirche d. Hl. Maertyrerin Eugenia,Saarbrucken,,Germany,49.2494383,6.94060030000003,https://directory.stinnocentpress.com/viewparish.cgi?Uid=245&lang=en
337,Hl. Nikolaus-Kirche,Salzgitter-Lebensstedt,,Germany,52.1539849,10.3255181,https://directory.stinnocentpress.com/viewparish.cgi?Uid=337&lang=en
246,Christi-Verklarungskirche,Sennestadt,,Germany,51.9253764,8.5984468,https://directory.stinnocentpress.com/viewparish.cgi?Uid=246&lang=en
135,Kirche hl. Johannes d. Taeufers,Straubing,,Germany,48.88051,12.56326,https://directory.stinnocentpress.com/viewparish.cgi?Uid=135&lang=en
248,Hl. Nikolaus-Grabkapelle,Stuttgart,,Germany,48.783277,9.271577,https://directory.stinnocentpress.com/viewparish.cgi?Uid=248&lang=en
247,Hl. Nikolaus-Kirche,Stuttgart,,Germany,48.7840386,9.1634524,https://directory.stinnocentpress.com/viewparish.cgi?Uid=247&lang=en
249,Kirche d. Hl. Elisabeth,Wiesbaden,,Germany,50.097853,8.236075,https://directory.stinnocentpress.com/viewparish.cgi?Uid=249&lang=en
668,Gemeinde zu Ehren d. Hl. Apostel Johannes d. Theologen,Wittlich,,Germany,49.977747,6.9268413,https://directory.stinnocentpress.com/viewparish.cgi?Uid=668&lang=en
388,Ð Ð°rÐ¾Ñ–sse Saint Nicolas,Cap-Haitian,,Haiti,19.7602036,-72.2020479,https://directory.stinnocentpress.com/viewparish.cgi?Uid=388&lang=en
387,Paroisse Saint Jean de Shanghai et de San Francisco,Cayes,,Haiti,18.1931518,-73.7454201,https://directory.stinnocentpress.com/viewparish.cgi?Uid=387&lang=en
390,Ð Ð°rÐ¾Ñ–sse Saint Moise le Noir,Fontamara,,Haiti,18.5251934,-72.3712296,https://directory.stinnocentpress.com/viewparish.cgi?Uid=390&lang=en
424,Paroisse Saint Irenee de Lyons,Hinche,,Haiti,19.143431,-72.003891,https://directory.stinnocentpress.com/viewparish.cgi?Uid=424&lang=en
386,Paroisse St. Augustin,Jacmel,,Haiti,18.2340885,-72.5344178,https://directory.stinnocentpress.com/viewparish.cgi?Uid=386&lang=en
389,Ð Ð°rÐ¾Ñ–sse Saints Pierre et Paul,Leogane,,Haiti,18.510833,-72.633889,https://directory.stinnocentpress.com/viewparish.cgi?Uid=389&lang=en
329,Ð Ð°rÐ¾Ñ–sse NÐ¾tre DÐ°me de lÐ° NÐ°tÑ–vÑ–te,Port-au-Prince,,Haiti,18.5749890825737,-72.2982788085938,https://directory.stinnocentpress.com/viewparish.cgi?Uid=329&lang=en
363,Bandung Mission,"Bandung, West Java",,Indonesia,-6.91519,107.6035,https://directory.stinnocentpress.com/viewparish.cgi?Uid=363&lang=en
547,Community St. Elijah The Prophet,Bekasi - Jawa Barat,,Indonesia,-6.324249,107.127175,https://directory.stinnocentpress.com/viewparish.cgi?Uid=547&lang=en
369,St. Mark Mission,"Bojolali, Central Java",,Indonesia,-7.53949,110.6129,https://directory.stinnocentpress.com/viewparish.cgi?Uid=369&lang=en
356,Grasak Mission,"Grasak, Central Java",,Indonesia,-7.150975,110.1402594,https://directory.stinnocentpress.com/viewparish.cgi?Uid=356&lang=en
353,Community of St. Seraphim of Sarov,"Gresik, East Java",,Indonesia,-7.15719,112.653,https://directory.stinnocentpress.com/viewparish.cgi?Uid=353&lang=en
371,St. Thomas Parish,Jakarta,,Indonesia,-6.211544,106.845172,https://directory.stinnocentpress.com/viewparish.cgi?Uid=371&lang=en
358,Jayapura Mission,"Jayapura, Papua",,Indonesia,-2.54319,140.715,https://directory.stinnocentpress.com/viewparish.cgi?Uid=358&lang=en
360,St. John the Baptist Church,"Jombang, East Java",,Indonesia,-7.54179,112.2344,https://directory.stinnocentpress.com/viewparish.cgi?Uid=360&lang=en
458,"Jombang City Mission, East Java","Jombang, East Java",,Indonesia,-7.537539,112.230817,https://directory.stinnocentpress.com/viewparish.cgi?Uid=458&lang=en
361,Kabuh Village Mission,"Kabuh, East Java",,Indonesia,-7.37149,112.2177,https://directory.stinnocentpress.com/viewparish.cgi?Uid=361&lang=en
362,Kupang Mission,"Kupang, East Nusa Tenggara",,Indonesia,-10.17244,123.577904,https://directory.stinnocentpress.com/viewparish.cgi?Uid=362&lang=en
401,St. Gregory of Nyssa Church,"Langowan, North Sulawesi",,Indonesia,1.144821,124.8397672,https://directory.stinnocentpress.com/viewparish.cgi?Uid=401&lang=en
370,Nativity of the Theotokos Parish,"Manado, North Sulawesi",,Indonesia,1.4884,124.8434,https://directory.stinnocentpress.com/viewparish.cgi?Uid=370&lang=en
354,Community of St. Sergius of Radonezh,"Medan, North Sumatra",,Indonesia,3.5760308,98.6623749,https://directory.stinnocentpress.com/viewparish.cgi?Uid=354&lang=en
352,Community of St. Panteleimon,"Modjokerto, East Java",,Indonesia,-7.46399,112.4319,https://directory.stinnocentpress.com/viewparish.cgi?Uid=352&lang=en
364,Ngemplak Mission,"Ngemplak, Central Java",,Indonesia,-7.508624,110.763154,https://directory.stinnocentpress.com/viewparish.cgi?Uid=364&lang=en
365,Mission in Plandaan,"Plandaan, East Java",,Indonesia,-7.458589,112.19309,https://directory.stinnocentpress.com/viewparish.cgi?Uid=365&lang=en
366,St. Anthony the Great Community,"Salatiga, Central Java",,Indonesia,-7.302328,110.4729,https://directory.stinnocentpress.com/viewparish.cgi?Uid=366&lang=en
368,St. John of Kronstadt Mission,"Semanggi, Central Java",,Indonesia,-7.587036,110.836796,https://directory.stinnocentpress.com/viewparish.cgi?Uid=368&lang=en
457,Bali Mission,Singaraja,,Indonesia,-8.129379,115.091301,https://directory.stinnocentpress.com/viewparish.cgi?Uid=457&lang=en
351,Community of St Jonah of Manchuria,"Surabaya, East Java",,Indonesia,-7.27663478165439,112.775964443312,https://directory.stinnocentpress.com/viewparish.cgi?Uid=351&lang=en
357,Holy Trinity Orthodox Church,"Surakarta, Central Java",,Indonesia,-7.5496344,110.8010006,https://directory.stinnocentpress.com/viewparish.cgi?Uid=357&lang=en
374,Tambak Mission,"Tambak, Central Java",,Indonesia,-7.61229,109.3618,https://directory.stinnocentpress.com/viewparish.cgi?Uid=374&lang=en
367,St George Mission,"Tlatar, Central Java",,Indonesia,-7.150975,110.1402594,https://directory.stinnocentpress.com/viewparish.cgi?Uid=367&lang=en
456,Tomohon Mission,Tomohon,,Indonesia,1.3245694,124.8279514,https://directory.stinnocentpress.com/viewparish.cgi?Uid=456&lang=en
359,Yogyakarta City Mission,"Yogyakarta, Central Java",,Indonesia,-7.797224,110.368797,https://directory.stinnocentpress.com/viewparish.cgi?Uid=359&lang=en
630,The Parish of St John the Wonderworker of Shanghai and San Francisco,Belfast,,Ireland,54.6229483,-5.9330045,https://directory.stinnocentpress.com/viewparish.cgi?Uid=630&lang=en
341,St. Colman of Oughaval Church,Stradbally,,Ireland,52.979058,-7.18135,https://directory.stinnocentpress.com/viewparish.cgi?Uid=341&lang=en
155,Community of the Resurrection of Christ at the Bethany Orthodox School for girls and the Church of St. Lazarus the Four Days Dead and the cave of St. Nicholas the Wonderworker,Bethany,,Israel,31.769134,35.271535,https://directory.stinnocentpress.com/viewparish.cgi?Uid=155&lang=en
157,Oak of Mamre and Cathedral of the Forefathers,Hebron,,Israel,31.5469417370848,35.1191711425781,https://directory.stinnocentpress.com/viewparish.cgi?Uid=157&lang=en
261,Chapel in the Mission Garden,Jericho,,Israel,31.8572932229497,35.4516792297363,https://directory.stinnocentpress.com/viewparish.cgi?Uid=261&lang=en
265,Chapel of St. John the Forerunner,Jericho,,Israel,31.8728928478407,35.5421447753906,https://directory.stinnocentpress.com/viewparish.cgi?Uid=265&lang=en
260,Gethsemane Convent; Church of St. Mary Magdalene,Jerusalem,,Israel,31.7794379247993,35.2406644821167,https://directory.stinnocentpress.com/viewparish.cgi?Uid=260&lang=en
